"dataset","NES_rerun","nominal_P","NES_step38","pval"
"GSE174554",2.3157685724298,4.13267973361141e-07,2.3157685724298,4.13267973361141e-07
"GSE274546",1.79932425427,0.00397813985660199,1.79932425427,0.00397813985660199
