gene,rank_GSE174554,rank_stat_GSE174554,program_GSE174554,rank_GSE274546,rank_stat_GSE274546,program_GSE274546,miller_raw20,density,shared_leading_edge,labelled,display_role,display_label
RBFOX1,1,6.232602948543594,False,905,2.0710439570459434,False,False,0.6931471805599453,False,False,transcriptome_background,
ROBO2,2,5.268494426845643,False,6556,0.3331128003580049,False,False,0.6931471805599453,False,False,transcriptome_background,
RALYL,3,5.163459037575664,False,68,3.5633622501860094,False,False,0.6931471805599453,False,False,transcriptome_background,
OPRM1,4,4.679860296281898,False,2659,1.203622470809751,False,False,0.6931471805599453,False,False,transcriptome_background,
GPR34,5,4.624977696633163,False,7650,0.1511055667039781,False,False,0.6931471805599453,False,False,transcriptome_background,
RYR2,6,4.596322115577976,False,138,3.196849510719765,False,False,0.6931471805599453,False,False,transcriptome_background,
IPCEF1,8,4.398347302782001,False,2695,1.192354574795329,False,False,0.6931471805599453,False,False,transcriptome_background,
ENPP1,9,4.392966971529094,False,10402,-0.3003814780033309,False,False,0.6931471805599453,False,False,transcriptome_background,
CPED1,10,4.349299752670434,False,3261,1.037154025554657,False,False,0.6931471805599453,False,False,transcriptome_background,
NTRK2,11,4.324131571929271,False,5273,0.5786738893516908,False,False,0.6931471805599453,False,False,transcriptome_background,
SPNS2,14,4.2555874110298335,False,9628,-0.1785015604867173,False,False,0.6931471805599453,False,False,transcriptome_background,
FAM177B,15,4.1409988945528715,False,3544,0.9648731395076624,False,False,0.6931471805599453,False,False,transcriptome_background,
MLXIPL,16,4.117563011779346,False,15520,-1.3383335956855973,False,False,0.6931471805599453,False,False,transcriptome_background,
BHLHE41,17,4.102884683114796,True,4887,0.6568005349594266,True,True,1.0986122886681098,False,False,other_measured_raw20,
HDAC9,18,4.100057420449133,False,5080,0.612633037742396,False,False,1.0986122886681098,False,False,transcriptome_background,
FOLR2,19,4.073323967706055,True,2400,1.2865765148160837,True,True,0.6931471805599453,True,True,shared_leading_edge,FOLR2
TENM3,20,4.0452967154394,False,5206,0.5893002411637229,False,False,0.6931471805599453,False,False,transcriptome_background,
ATP1A2,21,4.041150524969789,False,12011,-0.5672128081384085,False,False,0.6931471805599453,False,False,transcriptome_background,
COL25A1,22,4.033185450827299,False,2668,1.2021593600609195,False,False,0.6931471805599453,False,False,transcriptome_background,
CDH18,23,4.028776871577923,False,943,2.046969493662776,False,False,0.6931471805599453,False,False,transcriptome_background,
ADGRG1,24,4.018950859701124,False,8513,0.0031833973446981,False,False,0.6931471805599453,False,False,transcriptome_background,
CKB,25,3.948663767224464,False,6631,0.3222783724734208,False,False,0.6931471805599453,False,False,transcriptome_background,
CEBPA,27,3.9224602036723586,False,15778,-1.4218868775953732,False,False,0.6931471805599453,False,False,transcriptome_background,
TENM2,28,3.893369590827475,False,156,3.128510103067866,False,False,0.6931471805599453,False,False,transcriptome_background,
GAREM1,29,3.801317827893203,False,4566,0.7190600211338752,False,False,1.0986122886681098,False,False,transcriptome_background,
PLVAP,30,3.781053908014616,False,6254,0.384618005740744,False,False,0.6931471805599453,False,False,transcriptome_background,
HIST1H2BG,31,3.765901413509347,False,14194,-0.998040199318008,False,False,0.6931471805599453,False,False,transcriptome_background,
MGLL,32,3.7374090762289054,False,951,2.0413414763155475,False,False,0.6931471805599453,False,False,transcriptome_background,
RASSF8,33,3.7232344151784615,False,3306,1.0254262508460177,False,False,0.6931471805599453,False,False,transcriptome_background,
STON2,34,3.723047666306073,False,536,2.4225665698413885,False,False,0.6931471805599453,False,False,transcriptome_background,
RECK,35,3.716809425952022,False,5700,0.4941092483026127,False,False,0.6931471805599453,False,False,transcriptome_background,
GPC5,36,3.701053098655665,False,4564,0.7196414419140896,False,False,1.0986122886681098,False,False,transcriptome_background,
PIP5K1B,37,3.6206972568192857,False,8332,0.0353067099502842,False,False,0.6931471805599453,False,False,transcriptome_background,
SMAD3,38,3.6086240980037254,False,1713,1.5810560929223223,False,False,0.6931471805599453,False,False,transcriptome_background,
TAL1,39,3.607706829150437,False,4481,0.7383182424075129,False,False,0.6931471805599453,False,False,transcriptome_background,
FCGR1A,40,3.58479411010122,False,2253,1.3452684574122815,False,False,0.6931471805599453,False,False,transcriptome_background,
OGFRL1,41,3.572751332912675,False,13602,-0.8690468104813992,False,False,0.6931471805599453,False,False,transcriptome_background,
CX3CR1,42,3.5550346197596867,False,11209,-0.4335275020171338,False,False,0.6931471805599453,False,False,transcriptome_background,
GADD45G,43,3.5319537492562807,False,995,2.006634489049386,False,False,0.6931471805599453,False,False,transcriptome_background,
SELPLG,44,3.52270425728871,False,11960,-0.5581780511743677,False,False,0.6931471805599453,False,False,transcriptome_background,
TREML1,45,3.5100653665769244,False,6975,0.2668350856203159,False,False,0.6931471805599453,False,False,transcriptome_background,
CHD7,46,3.4791285570074155,False,3137,1.0696505612326763,False,False,0.6931471805599453,False,False,transcriptome_background,
ENO4,47,3.4683762515386216,False,3919,0.8650692709744474,False,False,1.0986122886681098,False,False,transcriptome_background,
EBI3,48,3.465454331002632,False,5464,0.5359157877661107,False,False,0.6931471805599453,False,False,transcriptome_background,
PLK3,49,3.4311121868626504,False,11314,-0.4504766487835235,False,False,0.6931471805599453,False,False,transcriptome_background,
RTTN,51,3.403824792903462,False,6919,0.2743239994278535,False,False,0.6931471805599453,False,False,transcriptome_background,
ANKS1B,53,3.39309459326409,False,18,4.275068428085567,False,False,0.6931471805599453,False,False,transcriptome_background,
LILRB4,54,3.3914207156314298,False,10185,-0.2661801900497537,False,False,0.6931471805599453,False,False,transcriptome_background,
BIN1,55,3.3837713554447943,False,10973,-0.3967136428121145,False,False,0.6931471805599453,False,False,transcriptome_background,
LINC01268,56,3.379445413837454,False,14345,-1.030355787866405,False,False,0.6931471805599453,False,False,transcriptome_background,
NRG3,57,3.376835179510469,False,382,2.6281173747238,False,False,0.6931471805599453,False,False,transcriptome_background,
JUNB,58,3.348153400152314,False,386,2.6178151816225186,False,False,1.0986122886681098,False,False,transcriptome_background,
RNF125,59,3.340599849898413,False,13132,-0.773261015239088,False,False,0.6931471805599453,False,False,transcriptome_background,
HS6ST3,60,3.3285371128694208,False,415,2.5818972342717963,False,False,1.0986122886681098,False,False,transcriptome_background,
NAA20,61,3.312282657746769,False,5011,0.6271754221217386,False,False,0.6931471805599453,False,False,transcriptome_background,
DHRS9,62,3.309249066674719,False,3628,0.9408619688687272,False,False,1.0986122886681098,False,False,transcriptome_background,
CNTN5,63,3.309172959332679,False,299,2.7944837686185835,False,False,0.6931471805599453,False,False,transcriptome_background,
DEPTOR,64,3.308376499982824,False,2727,1.1838142005405368,False,False,0.6931471805599453,False,False,transcriptome_background,
SHTN1,65,3.305542642787822,False,2529,1.2429859537774028,False,False,1.0986122886681098,False,False,transcriptome_background,
PXYLP1,66,3.30168561127611,False,5655,0.5014897596996244,False,False,0.6931471805599453,False,False,transcriptome_background,
PIGX,67,3.300823227653565,False,4,4.865234653687805,False,False,0.6931471805599453,False,False,transcriptome_background,
RGS7,68,3.2965420222055415,False,2033,1.4323966041428715,False,False,1.3862943611198906,False,False,transcriptome_background,
TBC1D4,69,3.291666603528006,False,9853,-0.212577455662756,False,False,0.6931471805599453,False,False,transcriptome_background,
LINC00987,70,3.2735650555191356,False,13520,-0.849862862925098,False,False,0.6931471805599453,False,False,transcriptome_background,
STEAP1B,71,3.250504874343092,False,5774,0.4790501801351305,False,False,1.0986122886681098,False,False,transcriptome_background,
PKD2L2,72,3.2499252121790434,False,14276,-1.0142315516112923,False,False,0.6931471805599453,False,False,transcriptome_background,
LYST,73,3.242415745769996,False,2198,1.3611046090704049,False,False,1.3862943611198906,False,False,transcriptome_background,
OSBPL6,74,3.229076042994172,False,7144,0.2388236082401909,False,False,0.6931471805599453,False,False,transcriptome_background,
TRMT1,75,3.228310849426523,False,5800,0.4748131491151103,False,False,1.0986122886681098,False,False,transcriptome_background,
ADRB2,76,3.224348790242411,False,10502,-0.3180887135059133,False,False,0.6931471805599453,False,False,transcriptome_background,
IFNGR1,78,3.211303869869916,False,8023,0.087027785223444,False,False,0.6931471805599453,False,False,transcriptome_background,
SLC25A27,80,3.183888628064509,False,390,2.6121468676525295,False,False,1.0986122886681098,False,False,transcriptome_background,
BCAR3,81,3.173887536940731,False,4688,0.6925720106057903,False,False,0.6931471805599453,False,False,transcriptome_background,
UBE2E2,82,3.1730966454047063,False,1940,1.472865665220291,False,False,1.3862943611198906,False,False,transcriptome_background,
NAV2,83,3.1708996223622723,False,392,2.60924720501432,False,False,1.0986122886681098,False,False,transcriptome_background,
P2RY13,84,3.1564080338238765,True,12025,-0.569463859260474,True,True,0.6931471805599453,False,False,other_measured_raw20,
SRGAP2-AS1,85,3.1543957475919298,False,4167,0.8121432981246506,False,False,0.6931471805599453,False,False,transcriptome_background,
CD14,86,3.1501043194842024,False,8712,-0.0269077805287912,False,False,0.6931471805599453,False,False,transcriptome_background,
LINC01480,87,3.139464170589986,False,118,3.307683714134515,False,False,0.6931471805599453,False,False,transcriptome_background,
NFKBIA,88,3.1357932042617622,False,2202,1.360425983844678,False,False,1.0986122886681098,False,False,transcriptome_background,
MED12L,89,3.13107525529947,False,9489,-0.1517078116481488,False,False,1.3862943611198906,False,False,transcriptome_background,
MEG3,90,3.128240311073417,False,2527,1.2438215150595282,False,False,0.6931471805599453,False,False,transcriptome_background,
PRKG1,91,3.1222396000472368,False,13928,-0.9373903964126126,False,False,0.6931471805599453,False,False,transcriptome_background,
LINC01141,92,3.105831025517494,False,10041,-0.2444255340593881,False,False,1.3862943611198906,False,False,transcriptome_background,
HIVEP3,93,3.103164924114896,False,4264,0.787497783520522,False,False,0.6931471805599453,False,False,transcriptome_background,
HCG22,94,3.0943635642485225,False,8562,-0.0034282529653385,False,False,0.6931471805599453,False,False,transcriptome_background,
HIST2H2BF,95,3.0700252496715397,False,3424,1.0006128007625927,False,False,0.6931471805599453,False,False,transcriptome_background,
FCGR1B,96,3.051007803289154,False,1753,1.5621579209189576,False,False,0.6931471805599453,False,False,transcriptome_background,
DGKB,97,3.0459744235786306,False,2845,1.146891608047927,False,False,0.6931471805599453,False,False,transcriptome_background,
FSTL5,98,3.0395724664372454,False,5585,0.5151748988735243,False,False,0.6931471805599453,False,False,transcriptome_background,
CDC42EP3,100,3.0281500005870665,False,1213,1.8514144684551297,False,False,0.6931471805599453,False,False,transcriptome_background,
TMTC1,101,3.027218128582354,False,978,2.019946035479374,False,False,0.6931471805599453,False,False,transcriptome_background,
PLEKHG5,103,2.9995389634123457,False,6913,0.2755019715520627,False,False,0.6931471805599453,False,False,transcriptome_background,
CD69,106,2.9653767229638937,False,10223,-0.2721253202711872,False,False,1.3862943611198906,False,False,transcriptome_background,
DPP10,107,2.9595057384071213,False,315,2.757520901624073,False,False,0.6931471805599453,False,False,transcriptome_background,
MCF2L2,108,2.955651859243974,False,7908,0.1047123470467709,False,False,1.3862943611198906,False,False,transcriptome_background,
IGSF6,109,2.9543058174981227,False,8556,-0.0024984002490378,False,False,0.6931471805599453,False,False,transcriptome_background,
FAM155A,110,2.953452895126206,False,1659,1.6067324668984255,False,False,0.6931471805599453,False,False,transcriptome_background,
RYR1,112,2.9427626784943244,False,5331,0.5667142084654345,False,False,1.0986122886681098,False,False,transcriptome_background,
GRM5,113,2.9391386268748607,False,131,3.229970696416455,False,False,0.6931471805599453,False,False,transcriptome_background,
SALL1,114,2.9359806588533703,False,11157,-0.4246658502521682,False,False,0.6931471805599453,False,False,transcriptome_background,
LYL1,115,2.9355355384442428,False,15194,-1.2349441054077144,False,False,0.6931471805599453,False,False,transcriptome_background,
RNASEH2B-AS1,117,2.9133665859011852,False,7543,0.1686929779989698,False,False,1.3862943611198906,False,False,transcriptome_background,
TMEM132D,118,2.9089792089890913,False,1318,1.7824519935214582,False,False,1.3862943611198906,False,False,transcriptome_background,
NELL2,119,2.902935337779543,False,926,2.0582367631872067,False,False,1.0986122886681098,False,False,transcriptome_background,
IL6ST,121,2.88246519737606,False,3066,1.0856927220271766,False,False,1.0986122886681098,False,False,transcriptome_background,
LRRTM4,122,2.882252948941567,False,1249,1.8238389540321729,False,False,1.3862943611198906,False,False,transcriptome_background,
LRMP,123,2.869115174347564,False,13652,-0.8794673504420674,False,False,1.3862943611198906,False,False,transcriptome_background,
SOCS6,124,2.862602727263879,False,5095,0.6095933436259594,False,False,0.6931471805599453,False,False,transcriptome_background,
P2RY12,125,2.8621857967913265,True,9387,-0.1354440143981242,True,True,0.6931471805599453,False,False,other_measured_raw20,
COL14A1,126,2.8567970087471894,False,2467,1.264381108304533,False,False,0.6931471805599453,False,False,transcriptome_background,
SSPN,127,2.856690385736965,False,2647,1.2061627358203908,False,False,0.6931471805599453,False,False,transcriptome_background,
PLAT,128,2.85333660204066,False,5447,0.5404136188440092,False,False,1.0986122886681098,False,False,transcriptome_background,
RIMS2,129,2.852438148934886,False,1185,1.864155913409093,False,False,0.6931471805599453,False,False,transcriptome_background,
SH3RF1,130,2.851457689790727,False,1332,1.775709730948524,False,False,1.3862943611198906,False,False,transcriptome_background,
KLF12,132,2.8387117661642014,False,13232,-0.7906790722467663,False,False,1.3862943611198906,False,False,transcriptome_background,
MYOZ2,133,2.8369018588524804,False,176,3.05559167952562,False,False,0.6931471805599453,False,False,transcriptome_background,
ARHGAP12,134,2.8366623168290843,False,3268,1.0354790996259364,False,False,1.0986122886681098,False,False,transcriptome_background,
SLC35G2,136,2.816726949081142,False,7562,0.1659628758042532,False,False,1.3862943611198906,False,False,transcriptome_background,
CNTN1,137,2.8150267275605216,False,241,2.918358247603421,False,False,0.6931471805599453,False,False,transcriptome_background,
ITPR2,138,2.8145953406268833,False,900,2.0763152863881342,False,False,1.0986122886681098,False,False,transcriptome_background,
HIST1H2BD,139,2.8140611608261414,False,16384,-1.6481157364920975,False,False,0.6931471805599453,False,False,transcriptome_background,
CSMD3,140,2.811540428980654,False,1481,1.7065226150295223,False,False,0.6931471805599453,False,False,transcriptome_background,
CSMD1,141,2.810282356507406,False,3987,0.8476389223233021,False,False,1.0986122886681098,False,False,transcriptome_background,
KBTBD12,142,2.806516392601919,False,13196,-0.785644246969784,False,False,1.3862943611198906,False,False,transcriptome_background,
GULP1,143,2.8022854186801904,False,4360,0.7658882741398617,False,False,1.0986122886681098,False,False,transcriptome_background,
A2M,144,2.791007753205435,False,6522,0.3383834585108158,False,False,0.6931471805599453,False,False,transcriptome_background,
ABCC4,145,2.7812066691613913,False,13095,-0.765071274755836,False,False,1.0986122886681098,False,False,transcriptome_background,
CA8,147,2.768839105572233,False,1148,1.8848374964681835,False,False,0.6931471805599453,False,False,transcriptome_background,
CDH12,149,2.761039253372309,False,3581,0.9529124812956908,False,False,1.0986122886681098,False,False,transcriptome_background,
TREM2,150,2.758843183685858,False,14086,-0.9700223399982368,False,False,1.0986122886681098,False,False,transcriptome_background,
LRRC7,152,2.75117011879495,False,746,2.2081142787710353,False,False,1.0986122886681098,False,False,transcriptome_background,
VSIG4,153,2.744355989668297,False,2391,1.2886693341860471,False,False,1.0986122886681098,False,False,transcriptome_background,
CD276,154,2.7431640018820604,False,3280,1.031754214570733,False,False,1.0986122886681098,False,False,transcriptome_background,
HPGDS,155,2.741058042365907,False,6301,0.3734550146858025,False,False,1.0986122886681098,False,False,transcriptome_background,
IER2,156,2.739416672197125,False,688,2.2594483629720905,False,False,0.6931471805599453,False,False,transcriptome_background,
DLEU7,157,2.738714780499532,False,9768,-0.1986699322082423,False,False,1.0986122886681098,False,False,transcriptome_background,
EPB41L2,158,2.7385574861248942,False,5599,0.5129237732508467,False,False,1.6094379124341005,False,False,transcriptome_background,
NRXN3,159,2.7361321288352394,False,1191,1.863043122741615,False,False,1.3862943611198906,False,False,transcriptome_background,
DUSP6,160,2.7316389407734616,False,17731,-2.8140084759458737,False,False,0.6931471805599453,False,False,transcriptome_background,
P3H2,161,2.727307754204516,False,5515,0.5254588281702041,False,False,1.6094379124341005,False,False,transcriptome_background,
H3F3B,162,2.7214889204555677,False,16360,-1.6391901109770366,False,False,1.0986122886681098,False,False,transcriptome_background,
C4orf19,163,2.720596717660732,False,13402,-0.8245853175582245,False,False,1.6094379124341005,False,False,transcriptome_background,
CDH13,164,2.720426554715648,False,3754,0.9071634727437852,False,False,1.0986122886681098,False,False,transcriptome_background,
AZIN2,166,2.7127587178758175,False,10338,-0.2907316343592074,False,False,1.0986122886681098,False,False,transcriptome_background,
PCDH11X,167,2.7088231464045376,False,2217,1.3556830466396008,False,False,1.0986122886681098,False,False,transcriptome_background,
NAA60,168,2.7077275442072897,False,12032,-0.5701655325098993,False,False,0.6931471805599453,False,False,transcriptome_background,
DSCAM,169,2.7062583344238353,False,13488,-0.841845101488863,False,False,1.6094379124341005,False,False,transcriptome_background,
KLHL13,170,2.7028161581470984,False,3262,1.0368979813026449,False,False,1.0986122886681098,False,False,transcriptome_background,
ENTPD1-AS1,171,2.693266318680377,False,5998,0.437608777497905,False,False,1.0986122886681098,False,False,transcriptome_background,
FAM219B,172,2.693063531527355,False,5555,0.5196588947642723,False,False,1.6094379124341005,False,False,transcriptome_background,
KLHL5,173,2.6897785548451045,False,2181,1.367290024149613,False,False,0.6931471805599453,False,False,transcriptome_background,
TGFB1,174,2.686072654029375,False,9725,-0.1921581174867567,False,False,1.0986122886681098,False,False,transcriptome_background,
WASF2,175,2.685746558199219,False,5600,0.5126397617430977,False,False,1.6094379124341005,False,False,transcriptome_background,
ARHGAP32,176,2.682892932654119,False,5064,0.6148829070875218,False,False,1.0986122886681098,False,False,transcriptome_background,
ACADM,177,2.6721626848302424,False,16375,-1.6448064670117424,False,False,1.0986122886681098,False,False,transcriptome_background,
FARSA,178,2.6707711761237465,False,15367,-1.2893424058465657,False,False,0.6931471805599453,False,False,transcriptome_background,
CHIT1,180,2.6637950461227757,False,396,2.6053402917180493,False,False,0.6931471805599453,False,False,transcriptome_background,
ELAVL4,181,2.655114767265127,False,8102,0.0742537959174997,False,False,1.0986122886681098,False,False,transcriptome_background,
C12orf75,182,2.6530265556276422,False,10252,-0.2785016314104079,False,False,1.0986122886681098,False,False,transcriptome_background,
AC008074.1,183,2.6519309973276113,False,1370,1.760592667022162,False,False,1.3862943611198906,False,False,transcriptome_background,
PSMA1,184,2.6491441175640578,False,814,2.1470137886922314,False,False,1.0986122886681098,False,False,transcriptome_background,
GPX4,185,2.64881785259242,False,13863,-0.9225892594174055,False,False,1.0986122886681098,False,False,transcriptome_background,
EYA1,186,2.6448117381715432,False,2862,1.141987531572403,False,False,0.6931471805599453,False,False,transcriptome_background,
MGST2,187,2.641524634613791,False,8176,0.0612727640930772,False,False,1.0986122886681098,False,False,transcriptome_background,
COPS6,188,2.6336520927724587,False,13579,-0.8627423944539789,False,False,1.6094379124341005,False,False,transcriptome_background,
ZNF213,189,2.6335629168326453,False,15814,-1.4367823985251074,False,False,0.6931471805599453,False,False,transcriptome_background,
FAM78A,190,2.6331750383879897,False,13634,-0.8749018656696093,False,False,1.6094379124341005,False,False,transcriptome_background,
EML4,191,2.6316454470654893,False,1363,1.7633738408793551,False,False,1.3862943611198906,False,False,transcriptome_background,
TJP1,192,2.6309542134501487,False,4964,0.6368176283002348,False,False,1.0986122886681098,False,False,transcriptome_background,
OLFML3,193,2.6275136276982827,False,13119,-0.7701495252194726,False,False,1.0986122886681098,False,False,transcriptome_background,
SLC39A10,194,2.6074216445960787,False,12926,-0.7313747868214142,False,False,1.6094379124341005,False,False,transcriptome_background,
ZEB2-AS1,195,2.606842688644434,False,1688,1.5911932365885202,False,False,1.3862943611198906,False,False,transcriptome_background,
TMEM232,197,2.5960651734059237,False,17246,-2.1557126048563595,False,False,0.6931471805599453,False,False,transcriptome_background,
GCFC2,198,2.591304808933978,False,8878,-0.0510356278162295,False,False,1.0986122886681098,False,False,transcriptome_background,
MEST,199,2.5910457502498967,False,13127,-0.7716236803901291,False,False,1.6094379124341005,False,False,transcriptome_background,
EPOR,201,2.579338899132483,False,478,2.4956479930265205,False,False,0.6931471805599453,False,False,transcriptome_background,
PLD4,202,2.573320611962155,False,14103,-0.9729447338406442,False,False,1.791759469228055,False,False,transcriptome_background,
COL9A2,203,2.572832127732428,False,1461,1.7195692221767347,False,False,0.6931471805599453,False,False,transcriptome_background,
DHX29,204,2.570808166851506,False,12810,-0.7105588514299565,False,False,1.6094379124341005,False,False,transcriptome_background,
TMEM119,205,2.570528365566579,False,14229,-1.005260798636518,False,False,1.791759469228055,False,False,transcriptome_background,
ABHD11,206,2.553470248959574,False,14161,-0.9879878873597172,False,False,1.791759469228055,False,False,transcriptome_background,
SYNDIG1,207,2.552790932676227,False,12056,-0.5736671734336086,False,False,1.0986122886681098,False,False,transcriptome_background,
KCNIP4,208,2.5458942845915775,False,2833,1.1511588938877813,False,False,0.6931471805599453,False,False,transcriptome_background,
KIF26B,209,2.544974730630556,False,9089,-0.0843998590301393,False,False,1.0986122886681098,False,False,transcriptome_background,
SDK1,210,2.539430540792571,False,1099,1.9198111412223495,False,False,0.6931471805599453,False,False,transcriptome_background,
KHDRBS3,211,2.538224739650849,False,11803,-0.533954620380577,False,False,1.0986122886681098,False,False,transcriptome_background,
KCNH7,213,2.5356290527938863,False,8656,-0.0162548888000287,False,False,0.6931471805599453,False,False,transcriptome_background,
FER,215,2.533385480319521,False,547,2.404629930435975,False,False,1.0986122886681098,False,False,transcriptome_background,
CH25H,216,2.532357287363823,True,628,2.3084373998337986,True,True,0.6931471805599453,True,True,shared_leading_edge,CH25H
AMOT,218,2.51618688086845,False,10799,-0.3685447613636693,False,False,0.6931471805599453,False,False,transcriptome_background,
SLC1A3,219,2.514895932504071,False,206,2.9862513744173147,False,False,0.6931471805599453,False,False,transcriptome_background,
LINC00996,221,2.5033977589152747,False,16047,-1.5127509067608718,False,False,0.6931471805599453,False,False,transcriptome_background,
STXBP5L,222,2.5030059212319555,False,63,3.5889412291442446,False,False,0.6931471805599453,False,False,transcriptome_background,
CBWD5,223,2.5016358093972233,False,3060,1.089506452030969,False,False,1.3862943611198906,False,False,transcriptome_background,
PLCL2,224,2.498628106232604,False,3356,1.0156406574052017,False,False,1.3862943611198906,False,False,transcriptome_background,
IL1A,225,2.496672728447167,False,1858,1.512593695878857,False,False,1.3862943611198906,False,False,transcriptome_background,
LINC01374,226,2.4917162037191436,False,1654,1.6092476375034048,False,False,1.3862943611198906,False,False,transcriptome_background,
TMEM41A,227,2.489309407031824,False,13850,-0.9201472056781465,False,False,1.791759469228055,False,False,transcriptome_background,
MARCH3,228,2.4864430850527004,False,10019,-0.2403619497093321,False,False,0.6931471805599453,False,False,transcriptome_background,
ITM2B,229,2.485675274604585,False,6455,0.3496003577912113,False,False,1.0986122886681098,False,False,transcriptome_background,
ASTN1,230,2.4855181313188406,False,12771,-0.7043805315559041,False,False,1.6094379124341005,False,False,transcriptome_background,
PCLO,231,2.4846956997983476,False,4146,0.8176937910850149,False,False,0.6931471805599453,False,False,transcriptome_background,
SYT1,233,2.4793481743899504,False,848,2.115984161501215,False,False,0.6931471805599453,False,False,transcriptome_background,
GAB3,234,2.4786001460598865,False,6434,0.3529170811751452,False,False,1.0986122886681098,False,False,transcriptome_background,
KCNJ5,235,2.4785422091555835,False,565,2.3754948043228574,False,False,1.0986122886681098,False,False,transcriptome_background,
CCK,236,2.476718284300861,False,321,2.744277861914274,False,False,0.6931471805599453,False,False,transcriptome_background,
CEP63,238,2.4737557404194495,False,7213,0.2262115136504263,False,False,1.3862943611198906,False,False,transcriptome_background,
ZEB1-AS1,239,2.4722837841762484,False,1282,1.803127967866496,False,False,1.0986122886681098,False,False,transcriptome_background,
SETBP1,240,2.4693197799382567,False,16291,-1.6115049533851082,False,False,0.6931471805599453,False,False,transcriptome_background,
POU2F2,242,2.467428229967589,False,3786,0.897903791280636,False,False,0.6931471805599453,False,False,transcriptome_background,
BRINP3,243,2.463670374181201,False,15204,-1.2362644981736797,False,False,0.6931471805599453,False,False,transcriptome_background,
MXD4,244,2.4595894721394624,False,14017,-0.9535712406866778,False,False,1.791759469228055,False,False,transcriptome_background,
ANK3,245,2.4593427077144474,False,1300,1.7928285895071758,False,False,1.0986122886681098,False,False,transcriptome_background,
NR1D2,246,2.456751651375338,False,7230,0.223174275501695,False,False,1.3862943611198906,False,False,transcriptome_background,
LMO2,247,2.4526145817185445,False,13619,-0.872016550937987,False,False,0.6931471805599453,False,False,transcriptome_background,
DGKI,248,2.4510501197424746,False,2388,1.289309224217038,False,False,0.6931471805599453,False,False,transcriptome_background,
CACNA1A,249,2.4489457084968542,False,11280,-0.4449554302707025,False,False,0.6931471805599453,False,False,transcriptome_background,
DCLK1,250,2.4482133160048822,False,7695,0.144235177539507,False,False,1.3862943611198906,False,False,transcriptome_background,
CEACAM21,251,2.447004258339039,False,3310,1.0240244770076103,False,False,1.3862943611198906,False,False,transcriptome_background,
PSMG4,252,2.442481895919317,False,11302,-0.4486865754459564,False,False,1.0986122886681098,False,False,transcriptome_background,
CYSLTR1,254,2.440824610008136,False,8894,-0.0532537144027062,False,False,1.791759469228055,False,False,transcriptome_background,
ATRNL1,255,2.439721100130181,False,2919,1.126297005995288,False,False,1.6094379124341005,False,False,transcriptome_background,
FAM149A,256,2.439376345495672,False,8468,0.0092008928274078,False,False,1.6094379124341005,False,False,transcriptome_background,
STAMBPL1,257,2.436948549418434,False,4403,0.754135168376671,False,False,1.0986122886681098,False,False,transcriptome_background,
CD84,258,2.4351893309464665,False,2565,1.2330019319899703,False,False,1.6094379124341005,False,False,transcriptome_background,
LINC01410,259,2.433686357593928,False,6400,0.3582095716683517,False,False,1.6094379124341005,False,False,transcriptome_background,
NT5C,261,2.423102791627881,False,13532,-0.8527890332461909,False,False,1.0986122886681098,False,False,transcriptome_background,
MRPL3,262,2.418774588109587,False,6043,0.4300353471495488,False,False,1.6094379124341005,False,False,transcriptome_background,
ERBB4,263,2.416649740289695,False,8329,0.0358414442384566,False,False,1.6094379124341005,False,False,transcriptome_background,
TMIGD3,266,2.405076172344589,False,4944,0.6425174056877199,False,False,1.6094379124341005,False,False,transcriptome_background,
MARCKSL1,267,2.404099197667829,False,13989,-0.9474864098046848,False,False,1.0986122886681098,False,False,transcriptome_background,
GAL3ST4,269,2.4016577306731905,False,9841,-0.2099166413298717,False,False,1.0986122886681098,False,False,transcriptome_background,
PATL2,270,2.396201720268154,False,3075,1.084245095540169,False,False,1.0986122886681098,False,False,transcriptome_background,
GPATCH2,271,2.3958670044726023,False,10462,-0.3106493417331472,False,False,1.0986122886681098,False,False,transcriptome_background,
CACNB2,272,2.394455073607899,False,9245,-0.1135849708105786,False,False,1.791759469228055,False,False,transcriptome_background,
RAD23A,274,2.3895497961929877,False,13665,-0.8820887341848954,False,False,1.0986122886681098,False,False,transcriptome_background,
HIST2H2BE,275,2.388388090874875,False,6133,0.4075072778776705,False,False,1.6094379124341005,False,False,transcriptome_background,
NOC3L,276,2.387305554877088,False,6852,0.2854220875011881,False,False,1.0986122886681098,False,False,transcriptome_background,
SRGAP2C,277,2.387265071053979,False,2622,1.2157671026762489,False,False,1.6094379124341005,False,False,transcriptome_background,
DHRS4L2,278,2.3863649946490773,False,9083,-0.0838835876905011,False,False,1.791759469228055,False,False,transcriptome_background,
IFFO1,279,2.3862075464777472,False,3522,0.9705665271836078,False,False,1.0986122886681098,False,False,transcriptome_background,
CADPS,280,2.385660343137935,False,5192,0.5913114739737603,False,False,1.0986122886681098,False,False,transcriptome_background,
CNGA1,281,2.3764283527077983,False,4758,0.6810022720995554,False,False,1.6094379124341005,False,False,transcriptome_background,
SLC4A7,282,2.3616838542772824,False,2504,1.251895118694777,False,False,0.6931471805599453,False,False,transcriptome_background,
DAAM1,285,2.356770404290371,False,2921,1.1258023201211125,False,False,1.6094379124341005,False,False,transcriptome_background,
