patient,gene,Primary,Recurrent,delta_log2_abundance,n_pairs_gene,n_recurrence_up_gene,logFC,ci_low,ci_high,P.Value,adj.P.Val,significant,y_base,y_jitter
KNCC_GBM0003,P2RY13,0.542808119537243,0.5794993787525241,0.03669125921528116,60,28,-0.136313893562712,-0.32090493354357,0.0482771464181472,0.152838999613451,0.219087941702453,False,0.0,-0.14831336901375738
KNCC_GBM0003,PDK4,0.2381670763678584,0.8633984429156981,0.6252313665478397,30,19,0.282702544453618,0.058847832453079,0.506557256454156,0.0188280586983539,0.0356470353680158,True,7.0,6.894169536666352
KNCC_GBM0003,RHOB,-0.2711429836593913,0.3448463440325979,0.6159893276919892,105,85,0.544184615132506,0.382677590460858,0.705691639804155,1.60091382160134e-09,7.24893778421086e-08,True,10.0,10.039362847101792
KNCC_GBM0003,SIGLEC8,0.2266533669788877,1.3272696930282373,1.1006163260493496,95,56,0.0645300164947364,-0.0844851012066222,0.213545134196095,0.3981053899374,0.488303501364327,False,4.0,4.094449147188634
KNCC_GBM0003,USP53,0.3038558236282603,-0.1021971793787765,-0.4060530030070368,67,33,-0.0302276534309614,-0.167993267535646,0.107537960673723,0.668502165284492,0.735631817927525,False,2.0,2.054493684164615
KNCC_GBM0004,CTTNBP2,-0.2619007387319139,-0.3381573092827752,-0.07625657055086132,105,55,0.0980737727751807,0.0192089774448986,0.176938568105463,0.0164435201061068,0.0316135610735613,True,6.0,5.842152565018915
KNCC_GBM0004,FOLR2,0.5392609654886915,0.8444780459720224,0.30521708048333085,105,72,0.341343862250829,0.201974157809506,0.480713566692153,5.17621424969388e-06,2.84855349083786e-05,True,9.0,8.802252311120547
KNCC_GBM0004,GSTM3,-0.4802132570943784,-0.3302894992349657,0.1499237578594127,105,76,0.314897010331394,0.191808573087579,0.437985447575209,2.12806536159747e-06,1.3749828706212e-05,True,8.0,7.91688547064949
KNCC_GBM0004,ITM2C,0.0260585803939888,0.1622177943628342,0.1361592139688454,105,70,0.0707609661605836,-0.0160664610549186,0.157588393376086,0.113147359514004,0.170051528106548,False,5.0,4.821100983285211
KNCC_GBM0004,JUN,-1.0437822965601538,-0.3354656304149989,0.7083166661451549,86,40,-0.0097438498425401,-0.159843841263901,0.14035614157882,0.899045385927025,0.923604117314994,False,3.0,3.1131028284692412
KNCC_GBM0004,P2RY12,0.1425692617884938,0.0290709974953616,-0.1134982642931322,105,48,-0.0323824374915865,-0.188377382110929,0.123612507127756,0.684917874207751,0.749380240730217,False,1.0,1.0404179501444566
KNCC_GBM0004,P2RY13,1.584275764969093,0.6027237462897013,-0.9815520186793918,60,28,-0.136313893562712,-0.32090493354357,0.0482771464181472,0.152838999613451,0.219087941702453,False,0.0,-0.05115611927418687
KNCC_GBM0004,PDK4,0.1888579296988338,0.4612127623266707,0.2723548326278369,30,19,0.282702544453618,0.058847832453079,0.506557256454156,0.0188280586983539,0.0356470353680158,True,7.0,6.809660488851183
KNCC_GBM0004,RHOB,-0.6680617414280975,-0.4804918118596014,0.1875699295684961,105,85,0.544184615132506,0.382677590460858,0.705691639804155,1.60091382160134e-09,7.24893778421086e-08,True,10.0,10.09638365646838
KNCC_GBM0004,SIGLEC8,0.2552495008157474,-0.151278606449559,-0.4065281072653064,95,56,0.0645300164947364,-0.0844851012066222,0.213545134196095,0.3981053899374,0.488303501364327,False,4.0,4.143169391653663
KNCC_GBM0004,USP53,0.3698257193397956,0.0938265683286548,-0.2759991510111408,67,33,-0.0302276534309614,-0.167993267535646,0.107537960673723,0.668502165284492,0.735631817927525,False,2.0,1.9175882218489706
KNCC_GBM0005,CTTNBP2,0.1935109435881465,0.1413860269043394,-0.05212491668380709,105,55,0.0980737727751807,0.0192089774448986,0.176938568105463,0.0164435201061068,0.0316135610735613,True,6.0,6.02797460514924
