geo_accession,sample,assigned_state,tested_marker_set,n_cells,mean_marker_set_score
GSM8546892,GBM048,MCG4,MCG5,74,0.8326174424361621
GSM8546892,GBM048,MCG4,MAC1,74,0.6680643091478063
GSM8546892,GBM048,MCG4,MAC2,74,0.9051499059301544
GSM8546892,GBM048,MCG4,E-MDSC,74,0.5769300833561316
GSM8546892,GBM048,MCG4,M-MDSC,74,0.43921011500607127
GSM8546892,GBM048,E-MDSC,MCG1,191,0.9124420150971604
GSM8546892,GBM048,E-MDSC,MCG2,191,0.7105292193945557
GSM8546892,GBM048,E-MDSC,MCG3,191,0.24388895748996395
GSM8546892,GBM048,E-MDSC,MCG4,191,0.6167893411679186
GSM8546892,GBM048,E-MDSC,MCG5,191,0.8929265376196277
GSM8546892,GBM048,E-MDSC,MAC1,191,0.46745965677018614
GSM8546892,GBM048,E-MDSC,MAC2,191,0.7624041519269654
GSM8546892,GBM048,E-MDSC,E-MDSC,191,1.7790273568441055
GSM8546892,GBM048,E-MDSC,M-MDSC,191,0.9640179645827928
GSM8546893,GBM049,MCG1,MCG1,126,1.5823555600145578
GSM8546893,GBM049,MCG1,MCG2,126,1.326931327643884
GSM8546893,GBM049,MCG1,MCG3,126,0.40450542084028523
GSM8546893,GBM049,MCG1,MCG4,126,0.8594517522949159
GSM8546893,GBM049,MCG1,MCG5,126,0.8955137092959038
GSM8546893,GBM049,MCG1,MAC1,126,0.521755552257358
GSM8546893,GBM049,MCG1,MAC2,126,1.226646780210828
GSM8546893,GBM049,MCG1,E-MDSC,126,0.640567258720465
GSM8546893,GBM049,MCG1,M-MDSC,126,0.7943167801508827
GSM8546893,GBM049,MCG2,MCG1,981,1.1265822604760476
GSM8546893,GBM049,MCG2,MCG2,981,1.6472022983686019
GSM8546893,GBM049,MCG2,MCG3,981,0.534809227239783
GSM8546893,GBM049,MCG2,MCG4,981,1.0406311291270778
GSM8546893,GBM049,MCG2,MCG5,981,1.0018068197495393
GSM8546893,GBM049,MCG2,MAC1,981,0.6930450322616878
GSM8546893,GBM049,MCG2,MAC2,981,1.1872535646508593
GSM8546893,GBM049,MCG2,E-MDSC,981,0.39742593019047434
GSM8546893,GBM049,MCG2,M-MDSC,981,0.6092708941407645
GSM8546893,GBM049,MCG4,MCG1,203,0.7244539254550674
GSM8546893,GBM049,MCG4,MCG2,203,1.2620703221239054
GSM8546893,GBM049,MCG4,MCG3,203,0.7268801986425738
GSM8546893,GBM049,MCG4,MCG4,203,1.652570922776871
GSM8546893,GBM049,MCG4,MCG5,203,1.0862530473196121
GSM8546893,GBM049,MCG4,MAC1,203,0.6812058921314865
GSM8546893,GBM049,MCG4,MAC2,203,1.147304150036403
GSM8546893,GBM049,MCG4,E-MDSC,203,0.553862627751852
GSM8546893,GBM049,MCG4,M-MDSC,203,0.9168802797430254
GSM8546893,GBM049,MAC2,MCG1,150,1.3041369553688762
GSM8546893,GBM049,MAC2,MCG2,150,1.558775190970516
GSM8546893,GBM049,MAC2,MCG3,150,0.5754961039451849
GSM8546893,GBM049,MAC2,MCG4,150,1.2539224484010238
GSM8546893,GBM049,MAC2,MCG5,150,1.043477904557089
GSM8546893,GBM049,MAC2,MAC1,150,0.8037641993428676
GSM8546893,GBM049,MAC2,MAC2,150,1.792985881169637
GSM8546893,GBM049,MAC2,E-MDSC,150,0.502467595477163
GSM8546893,GBM049,MAC2,M-MDSC,150,0.9469221101252239
GSM8546893,GBM049,E-MDSC,MCG1,338,0.6036204619613819
GSM8546893,GBM049,E-MDSC,MCG2,338,0.8070504782287491
GSM8546893,GBM049,E-MDSC,MCG3,338,0.11614311552612033
GSM8546893,GBM049,E-MDSC,MCG4,338,0.5053454300604124
GSM8546893,GBM049,E-MDSC,MCG5,338,0.8777395021550582
GSM8546893,GBM049,E-MDSC,MAC1,338,0.11246842387035683
GSM8546893,GBM049,E-MDSC,MAC2,338,0.6775898881212493
GSM8546893,GBM049,E-MDSC,E-MDSC,338,1.4685729476774885
GSM8546893,GBM049,E-MDSC,M-MDSC,338,0.9529704573958583
GSM8546893,GBM049,M-MDSC,MCG1,131,0.7231090627158997
GSM8546893,GBM049,M-MDSC,MCG2,131,0.9291979804095395
GSM8546893,GBM049,M-MDSC,MCG3,131,0.06123215725390351
GSM8546893,GBM049,M-MDSC,MCG4,131,0.710153743498764
GSM8546893,GBM049,M-MDSC,MCG5,131,0.8334007941077138
GSM8546893,GBM049,M-MDSC,MAC1,131,0.13386969884328223
GSM8546893,GBM049,M-MDSC,MAC2,131,1.0277059402174622
GSM8546893,GBM049,M-MDSC,E-MDSC,131,1.0206387539249644
GSM8546893,GBM049,M-MDSC,M-MDSC,131,1.536889609154854
GSM8546894,GBM050,MCG1,MCG1,1583,1.926158903023147
GSM8546894,GBM050,MCG1,MCG2,1583,1.5593520562495329
GSM8546894,GBM050,MCG1,MCG3,1583,0.946288246067899
GSM8546894,GBM050,MCG1,MCG4,1583,0.5973307344009161
GSM8546894,GBM050,MCG1,MCG5,1583,1.0291347208095618
GSM8546894,GBM050,MCG1,MAC1,1583,0.7197535134931049
GSM8546894,GBM050,MCG1,MAC2,1583,0.46545194240087306
GSM8546894,GBM050,MCG1,E-MDSC,1583,0.6941568716609194
GSM8546894,GBM050,MCG1,M-MDSC,1583,0.3776045565581066
GSM8546894,GBM050,MCG2,MCG1,422,1.3325775806695608
GSM8546894,GBM050,MCG2,MCG2,422,1.5571568533457654
GSM8546894,GBM050,MCG2,MCG3,422,0.8653401990097532
GSM8546894,GBM050,MCG2,MCG4,422,0.3659906327078612
GSM8546894,GBM050,MCG2,MCG5,422,0.8371395102571398
GSM8546894,GBM050,MCG2,MAC1,422,0.5026999561835347
GSM8546894,GBM050,MCG2,MAC2,422,0.18024595029546187
GSM8546894,GBM050,MCG2,E-MDSC,422,0.5601898657385974
GSM8546894,GBM050,MCG2,M-MDSC,422,0.2492103616222386
GSM8546894,GBM050,MCG3,MCG1,49,0.8749867849655819
GSM8546894,GBM050,MCG3,MCG2,49,1.0119274947128458
GSM8546894,GBM050,MCG3,MCG3,49,1.550679515916474
GSM8546894,GBM050,MCG3,MCG4,49,0.7272498178537226
GSM8546894,GBM050,MCG3,MCG5,49,0.8247717570579657
GSM8546894,GBM050,MCG3,MAC1,49,0.7413888568896709
GSM8546894,GBM050,MCG3,MAC2,49,0.04567074354003078
GSM8546894,GBM050,MCG3,E-MDSC,49,0.3569496767302764
GSM8546894,GBM050,MCG3,M-MDSC,49,0.11452343655605705
GSM8546894,GBM050,MCG5,MCG1,46,1.2723110921634648
GSM8546894,GBM050,MCG5,MCG2,46,1.3268256837217065
GSM8546894,GBM050,MCG5,MCG3,46,1.075965262150419
GSM8546894,GBM050,MCG5,MCG4,46,0.7470484197084266
GSM8546894,GBM050,MCG5,MCG5,46,1.6079723074665824
GSM8546894,GBM050,MCG5,MAC1,46,0.8290911104861749
GSM8546894,GBM050,MCG5,MAC2,46,0.22551880712094513
GSM8546894,GBM050,MCG5,E-MDSC,46,0.9244942965665232
GSM8546894,GBM050,MCG5,M-MDSC,46,0.35650377466367644
GSM8546894,GBM050,MAC1,MCG1,35,1.177718826761051
GSM8546894,GBM050,MAC1,MCG2,35,1.2119488910630491
GSM8546894,GBM050,MAC1,MCG3,35,0.9745058162628658
GSM8546894,GBM050,MAC1,MCG4,35,0.818305964597624
GSM8546894,GBM050,MAC1,MCG5,35,0.9824249629564393
GSM8546894,GBM050,MAC1,MAC1,35,1.7077716346014113
GSM8546894,GBM050,MAC1,MAC2,35,0.40145847638448084
GSM8546894,GBM050,MAC1,E-MDSC,35,0.72575544550251
GSM8546894,GBM050,MAC1,M-MDSC,35,0.5064865189961024
GSM8546894,GBM050,E-MDSC,MCG1,228,0.837150698078605
GSM8546894,GBM050,E-MDSC,MCG2,228,0.8014800925814981
GSM8546894,GBM050,E-MDSC,MCG3,228,0.3703504057957647
GSM8546894,GBM050,E-MDSC,MCG4,228,0.4075037759254438
GSM8546894,GBM050,E-MDSC,MCG5,228,0.9550730771003961
GSM8546894,GBM050,E-MDSC,MAC1,228,0.3133527086292991
GSM8546894,GBM050,E-MDSC,MAC2,228,0.1545502516261318
GSM8546894,GBM050,E-MDSC,E-MDSC,228,1.6802109948365764
GSM8546894,GBM050,E-MDSC,M-MDSC,228,1.077015652173444
GSM8546894,GBM050,M-MDSC,MCG1,79,1.0765592588869617
GSM8546894,GBM050,M-MDSC,MCG2,79,0.8123168893178405
GSM8546894,GBM050,M-MDSC,MCG3,79,0.105844903750091
GSM8546894,GBM050,M-MDSC,MCG4,79,0.2632484528582989
GSM8546894,GBM050,M-MDSC,MCG5,79,0.8042626492790678
GSM8546894,GBM050,M-MDSC,MAC1,79,0.21610001957222524
GSM8546894,GBM050,M-MDSC,MAC2,79,0.404825525243574
GSM8546894,GBM050,M-MDSC,E-MDSC,79,1.3756475229380558
GSM8546894,GBM050,M-MDSC,M-MDSC,79,1.9601471591901178
GSM8546895,GBM051,MCG1,MCG1,524,2.04945437935827
GSM8546895,GBM051,MCG1,MCG2,524,1.768136481385708
GSM8546895,GBM051,MCG1,MCG3,524,0.529345144983165
GSM8546895,GBM051,MCG1,MCG4,524,1.0153317287035262
GSM8546895,GBM051,MCG1,MCG5,524,1.1956606764186235
GSM8546895,GBM051,MCG1,MAC1,524,0.7419142643716142
GSM8546895,GBM051,MCG1,MAC2,524,1.6434554453288401
GSM8546895,GBM051,MCG1,E-MDSC,524,0.7505077847228196
GSM8546895,GBM051,MCG1,M-MDSC,524,0.5058468865696104
GSM8546895,GBM051,MCG2,MCG1,786,1.512549099665806
GSM8546895,GBM051,MCG2,MCG2,786,1.887273034464605
GSM8546895,GBM051,MCG2,MCG3,786,0.5477305569221713
GSM8546895,GBM051,MCG2,MCG4,786,0.9317043682469869
GSM8546895,GBM051,MCG2,MCG5,786,1.1781598462328031
GSM8546895,GBM051,MCG2,MAC1,786,0.747343894789281
GSM8546895,GBM051,MCG2,MAC2,786,1.4137019910328747
GSM8546895,GBM051,MCG2,E-MDSC,786,0.6158399147998702
GSM8546895,GBM051,MCG2,M-MDSC,786,0.26876661418351816
GSM8546895,GBM051,MCG5,MCG1,78,1.3171103490498555
GSM8546895,GBM051,MCG5,MCG2,78,1.6134796804590703
GSM8546895,GBM051,MCG5,MCG3,78,0.5563080489350309
GSM8546895,GBM051,MCG5,MCG4,78,1.068179319519253
GSM8546895,GBM051,MCG5,MCG5,78,1.9249447397563608
GSM8546895,GBM051,MCG5,MAC1,78,0.7479045891014598
GSM8546895,GBM051,MCG5,MAC2,78,1.2821718950238898
GSM8546895,GBM051,MCG5,E-MDSC,78,1.0840035784233915
GSM8546895,GBM051,MCG5,M-MDSC,78,0.450099850577167
GSM8546895,GBM051,MAC1,MCG1,60,1.4718595827606331
GSM8546895,GBM051,MAC1,MCG2,60,1.571750709066364
GSM8546895,GBM051,MAC1,MCG3,60,0.5874240541524773
GSM8546895,GBM051,MAC1,MCG4,60,1.0024584252840856
GSM8546895,GBM051,MAC1,MCG5,60,1.1647291867023573
GSM8546895,GBM051,MAC1,MAC1,60,2.1326424027717823
GSM8546895,GBM051,MAC1,MAC2,60,1.628234654849755
GSM8546895,GBM051,MAC1,E-MDSC,60,0.6421334528861665
GSM8546895,GBM051,MAC1,M-MDSC,60,0.38313431681527044
GSM8546895,GBM051,MAC2,MCG1,675,1.7287543929239029
GSM8546895,GBM051,MAC2,MCG2,675,1.7880597254821644
GSM8546895,GBM051,MAC2,MCG3,675,0.5822053963572114
GSM8546895,GBM051,MAC2,MCG4,675,1.2393282740863174
GSM8546895,GBM051,MAC2,MCG5,675,1.1871496581896452
GSM8546895,GBM051,MAC2,MAC1,675,0.9000551637788434
GSM8546895,GBM051,MAC2,MAC2,675,2.0568386095806965
GSM8546895,GBM051,MAC2,E-MDSC,675,0.7045752156032746
GSM8546895,GBM051,MAC2,M-MDSC,675,0.5356069072016963
GSM8546895,GBM051,E-MDSC,MCG1,79,1.2319339191562817
GSM8546895,GBM051,E-MDSC,MCG2,79,1.1964661777632124
GSM8546895,GBM051,E-MDSC,MCG3,79,0.15144241459445648
GSM8546895,GBM051,E-MDSC,MCG4,79,0.6818432428976798
GSM8546895,GBM051,E-MDSC,MCG5,79,1.346461153703092
GSM8546895,GBM051,E-MDSC,MAC1,79,0.48911797090137465
GSM8546895,GBM051,E-MDSC,MAC2,79,1.2231769010923201
GSM8546895,GBM051,E-MDSC,E-MDSC,79,1.9393460996747225
GSM8546895,GBM051,E-MDSC,M-MDSC,79,0.9985080475948028
GSM8546896,GBM052,MCG1,MCG1,269,1.9884719333152348
GSM8546896,GBM052,MCG1,MCG2,269,1.696960998280314
GSM8546896,GBM052,MCG1,MCG3,269,0.7192980345503287
GSM8546896,GBM052,MCG1,MCG4,269,0.9104078924515622
GSM8546896,GBM052,MCG1,MCG5,269,0.9752067162161289
GSM8546896,GBM052,MCG1,MAC1,269,0.7430938220615272
GSM8546896,GBM052,MCG1,MAC2,269,1.220066230987992
GSM8546896,GBM052,MCG1,E-MDSC,269,0.9241807407001967
GSM8546896,GBM052,MCG1,M-MDSC,269,0.3702645646949683
GSM8546896,GBM052,MCG2,MCG1,533,1.2267590873818461
GSM8546896,GBM052,MCG2,MCG2,533,1.6594599093115732
GSM8546896,GBM052,MCG2,MCG3,533,0.5691095119603119
GSM8546896,GBM052,MCG2,MCG4,533,0.6173656005449328
GSM8546896,GBM052,MCG2,MCG5,533,0.6463491015402109
GSM8546896,GBM052,MCG2,MAC1,533,0.5770275443290923
GSM8546896,GBM052,MCG2,MAC2,533,0.8629122896210646
GSM8546896,GBM052,MCG2,E-MDSC,533,0.705868575475433
GSM8546896,GBM052,MCG2,M-MDSC,533,0.28207372544965875
GSM8546896,GBM052,MCG3,MCG1,33,0.5978094026639863
GSM8546896,GBM052,MCG3,MCG2,33,0.9207996848607849
GSM8546896,GBM052,MCG3,MCG3,33,1.2179827067003977
GSM8546896,GBM052,MCG3,MCG4,33,0.8975829196500562
GSM8546896,GBM052,MCG3,MCG5,33,0.6923208658375046
GSM8546896,GBM052,MCG3,MAC1,33,0.5697749025835481
GSM8546896,GBM052,MCG3,MAC2,33,0.47663718542839373
GSM8546896,GBM052,MCG3,E-MDSC,33,0.4258494653495129
GSM8546896,GBM052,MCG3,M-MDSC,33,0.02384553043047586
GSM8546896,GBM052,MCG5,MCG1,30,0.9923975524902342
GSM8546896,GBM052,MCG5,MCG2,30,1.1473348362307545
GSM8546896,GBM052,MCG5,MCG3,30,0.821450901098138
GSM8546896,GBM052,MCG5,MCG4,30,0.9983663260593157
GSM8546896,GBM052,MCG5,MCG5,30,1.6107548948388979
GSM8546896,GBM052,MCG5,MAC1,30,0.703359070791267
GSM8546896,GBM052,MCG5,MAC2,30,0.7260639404872106
GSM8546896,GBM052,MCG5,E-MDSC,30,1.1348637553788652
GSM8546896,GBM052,MCG5,M-MDSC,30,0.3276363024711609
GSM8546896,GBM052,MAC2,MCG1,47,1.5896769470284418
GSM8546896,GBM052,MAC2,MCG2,47,1.5658467582601567
GSM8546896,GBM052,MAC2,MCG3,47,0.6405772591547534
GSM8546896,GBM052,MAC2,MCG4,47,1.4315448906132513
GSM8546896,GBM052,MAC2,MCG5,47,0.6190428992677433
GSM8546896,GBM052,MAC2,MAC1,47,0.9131886609434746
GSM8546896,GBM052,MAC2,MAC2,47,2.050626379474922
GSM8546896,GBM052,MAC2,E-MDSC,47,0.7657641376537078
GSM8546896,GBM052,MAC2,M-MDSC,47,0.7570403988209178
GSM8546897,GBM054,MCG1,MCG1,94,1.5654390793078574
GSM8546897,GBM054,MCG1,MCG2,94,1.3198425121197623
GSM8546897,GBM054,MCG1,MCG3,94,0.43005846388493046
GSM8546897,GBM054,MCG1,MCG4,94,0.6460459011359254
GSM8546897,GBM054,MCG1,MCG5,94,0.8396558187067727
GSM8546897,GBM054,MCG1,MAC1,94,0.49311861013923364
GSM8546897,GBM054,MCG1,MAC2,94,1.0191140659195637
GSM8546897,GBM054,MCG1,E-MDSC,94,0.8723694620133738
GSM8546897,GBM054,MCG1,M-MDSC,94,0.6164313838112319
GSM8546897,GBM054,MCG2,MCG1,461,1.0033361503123284
GSM8546897,GBM054,MCG2,MCG2,461,1.5250850780027885
GSM8546897,GBM054,MCG2,MCG3,461,0.533703688168474
GSM8546897,GBM054,MCG2,MCG4,461,0.7226424766782973
GSM8546897,GBM054,MCG2,MCG5,461,0.8546153712165365
GSM8546897,GBM054,MCG2,MAC1,461,0.5379421873721332
GSM8546897,GBM054,MCG2,MAC2,461,0.8447298059615522
GSM8546897,GBM054,MCG2,E-MDSC,461,0.7329515135034427
GSM8546897,GBM054,MCG2,M-MDSC,461,0.48514057915388775
GSM8546897,GBM054,MCG4,MCG1,100,0.5336014001028878
GSM8546897,GBM054,MCG4,MCG2,100,1.1567918254644365
GSM8546897,GBM054,MCG4,MCG3,100,0.6906026098463269
GSM8546897,GBM054,MCG4,MCG4,100,1.643470225453338
GSM8546897,GBM054,MCG4,MCG5,100,1.0635176304728886
GSM8546897,GBM054,MCG4,MAC1,100,0.707052542388002
GSM8546897,GBM054,MCG4,MAC2,100,0.9740952624662207
GSM8546897,GBM054,MCG4,E-MDSC,100,0.9071479492612704
GSM8546897,GBM054,MCG4,M-MDSC,100,0.9056381651787531
GSM8546897,GBM054,MCG5,MCG1,189,0.6255226289907339
GSM8546897,GBM054,MCG5,MCG2,189,1.3375374959124562
GSM8546897,GBM054,MCG5,MCG3,189,0.7263718438440687
GSM8546897,GBM054,MCG5,MCG4,189,0.97675884526075
GSM8546897,GBM054,MCG5,MCG5,189,1.7793736568948966
GSM8546897,GBM054,MCG5,MAC1,189,0.6763707165724187
GSM8546897,GBM054,MCG5,MAC2,189,0.8107409854148417
GSM8546897,GBM054,MCG5,E-MDSC,189,1.0819152940309105
GSM8546897,GBM054,MCG5,M-MDSC,189,0.569732579106076
GSM8546897,GBM054,E-MDSC,MCG1,1167,0.4636255216077942
GSM8546897,GBM054,E-MDSC,MCG2,1167,0.812197601406576
GSM8546897,GBM054,E-MDSC,MCG3,1167,0.23317362717392887
GSM8546897,GBM054,E-MDSC,MCG4,1167,0.5744339314599552
GSM8546897,GBM054,E-MDSC,MCG5,1167,0.9703872909121772
GSM8546897,GBM054,E-MDSC,MAC1,1167,0.3821061805758941
GSM8546897,GBM054,E-MDSC,MAC2,1167,0.6705600548724686
GSM8546897,GBM054,E-MDSC,E-MDSC,1167,1.7901235966559095
GSM8546897,GBM054,E-MDSC,M-MDSC,1167,1.0420707402577787
GSM8546897,GBM054,M-MDSC,MCG1,102,0.5933748919878231
GSM8546897,GBM054,M-MDSC,MCG2,102,0.910709489125449
GSM8546897,GBM054,M-MDSC,MCG3,102,-0.008402086221254794
GSM8546897,GBM054,M-MDSC,MCG4,102,0.5467338793221493
GSM8546897,GBM054,M-MDSC,MCG5,102,0.7100446862379155
GSM8546897,GBM054,M-MDSC,MAC1,102,0.2757951205563377
GSM8546897,GBM054,M-MDSC,MAC2,102,0.9783925520771161
GSM8546897,GBM054,M-MDSC,E-MDSC,102,1.3413516532947498
GSM8546897,GBM054,M-MDSC,M-MDSC,102,1.7694959521182334
GSM8546899,GBM056,MCG1,MCG1,288,1.6986355340890782
GSM8546899,GBM056,MCG1,MCG2,288,1.3873434445809683
GSM8546899,GBM056,MCG1,MCG3,288,0.8988532542851235
GSM8546899,GBM056,MCG1,MCG4,288,0.8258203737009432
GSM8546899,GBM056,MCG1,MCG5,288,1.015927786817731
GSM8546899,GBM056,MCG1,MAC1,288,0.6472829370632951
GSM8546899,GBM056,MCG1,MAC2,288,1.2321807562753007
GSM8546899,GBM056,MCG1,E-MDSC,288,0.292696473766479
GSM8546899,GBM056,MCG1,M-MDSC,288,0.32322423405669354
GSM8546899,GBM056,MCG2,MCG1,148,1.0857532473666018
GSM8546899,GBM056,MCG2,MCG2,148,1.3660199647720046
GSM8546899,GBM056,MCG2,MCG3,148,0.6616353162219216
GSM8546899,GBM056,MCG2,MCG4,148,0.5547422835457111
GSM8546899,GBM056,MCG2,MCG5,148,0.7652450693298744
GSM8546899,GBM056,MCG2,MAC1,148,0.5165930271596164
GSM8546899,GBM056,MCG2,MAC2,148,0.9281545602630925
GSM8546899,GBM056,MCG2,E-MDSC,148,0.250529625020901
GSM8546899,GBM056,MCG2,M-MDSC,148,0.31440059718784985
GSM8546899,GBM056,MCG4,MCG1,111,0.8465159870738483
GSM8546899,GBM056,MCG4,MCG2,111,0.9979330268525707
GSM8546899,GBM056,MCG4,MCG3,111,0.9750659629317736
GSM8546899,GBM056,MCG4,MCG4,111,1.6732390324542166
GSM8546899,GBM056,MCG4,MCG5,111,1.1686989130727767
GSM8546899,GBM056,MCG4,MAC1,111,0.7961647444181854
GSM8546899,GBM056,MCG4,MAC2,111,1.2635082894975356
GSM8546899,GBM056,MCG4,E-MDSC,111,0.43748440803580174
GSM8546899,GBM056,MCG4,M-MDSC,111,0.7297582827387631
GSM8546899,GBM056,MCG5,MCG1,108,0.9606186309188763
GSM8546899,GBM056,MCG5,MCG2,108,0.9544437421998194
GSM8546899,GBM056,MCG5,MCG3,108,0.757911106745402
GSM8546899,GBM056,MCG5,MCG4,108,1.0548216547198759
GSM8546899,GBM056,MCG5,MCG5,108,1.6089542554369212
GSM8546899,GBM056,MCG5,MAC1,108,0.5968176443880968
GSM8546899,GBM056,MCG5,MAC2,108,1.0525351169374253
GSM8546899,GBM056,MCG5,E-MDSC,108,1.0481020382784922
GSM8546899,GBM056,MCG5,M-MDSC,108,0.9136815914695646
GSM8546899,GBM056,MAC2,MCG1,113,1.2482422220300031
GSM8546899,GBM056,MAC2,MCG2,113,1.2382035780650995
GSM8546899,GBM056,MAC2,MCG3,113,0.9335391991539338
GSM8546899,GBM056,MAC2,MCG4,113,1.263814077556517
GSM8546899,GBM056,MAC2,MCG5,113,1.053201276357969
GSM8546899,GBM056,MAC2,MAC1,113,0.8290983793892575
GSM8546899,GBM056,MAC2,MAC2,113,1.772898167579223
GSM8546899,GBM056,MAC2,E-MDSC,113,0.36062187831045855
GSM8546899,GBM056,MAC2,M-MDSC,113,0.6172090030208803
GSM8546899,GBM056,E-MDSC,MCG1,154,0.7017118736602085
GSM8546899,GBM056,E-MDSC,MCG2,154,0.5402122165230525
GSM8546899,GBM056,E-MDSC,MCG3,154,0.37403100204330164
GSM8546899,GBM056,E-MDSC,MCG4,154,0.676847056609891
GSM8546899,GBM056,E-MDSC,MCG5,154,1.1956408461889338
GSM8546899,GBM056,E-MDSC,MAC1,154,0.34099469888433925
GSM8546899,GBM056,E-MDSC,MAC2,154,0.807351262610712
GSM8546899,GBM056,E-MDSC,E-MDSC,154,1.598548956637756
GSM8546899,GBM056,E-MDSC,M-MDSC,154,1.1497720720860867
GSM8546899,GBM056,M-MDSC,MCG1,140,1.079149648290102
GSM8546899,GBM056,M-MDSC,MCG2,140,0.690171941678372
GSM8546899,GBM056,M-MDSC,MCG3,140,0.14705417111563301
GSM8546899,GBM056,M-MDSC,MCG4,140,0.47118889382704654
GSM8546899,GBM056,M-MDSC,MCG5,140,0.9663950810887877
GSM8546899,GBM056,M-MDSC,MAC1,140,0.23921865499208841
GSM8546899,GBM056,M-MDSC,MAC2,140,1.0969764966737654
GSM8546899,GBM056,M-MDSC,E-MDSC,140,1.1032178009978126
GSM8546899,GBM056,M-MDSC,M-MDSC,140,1.7746789760589596
GSM8546900,GBM057,MCG1,MCG1,631,1.982849597851741
GSM8546900,GBM057,MCG1,MCG2,631,1.6763686158675688
GSM8546900,GBM057,MCG1,MCG3,631,0.36040886812946815
GSM8546900,GBM057,MCG1,MCG4,631,0.9681836341557764
GSM8546900,GBM057,MCG1,MCG5,631,1.0549052827632905
GSM8546900,GBM057,MCG1,MAC1,631,0.6540018874756318
GSM8546900,GBM057,MCG1,MAC2,631,1.460866900785484
GSM8546900,GBM057,MCG1,E-MDSC,631,0.7631825160974297
GSM8546900,GBM057,MCG1,M-MDSC,631,0.4241086036278593
GSM8546900,GBM057,MCG2,MCG1,716,1.1689228048220566
GSM8546900,GBM057,MCG2,MCG2,716,1.5951204984153056
GSM8546900,GBM057,MCG2,MCG3,716,0.3636182520188073
GSM8546900,GBM057,MCG2,MCG4,716,0.7883960179461516
GSM8546900,GBM057,MCG2,MCG5,716,0.8777082801636574
GSM8546900,GBM057,MCG2,MAC1,716,0.4647086773684058
GSM8546900,GBM057,MCG2,MAC2,716,1.0151625756444878
GSM8546900,GBM057,MCG2,E-MDSC,716,0.5932819677774924
GSM8546900,GBM057,MCG2,M-MDSC,716,0.24126130325834177
GSM8546900,GBM057,MCG4,MCG1,129,0.4138813425756196
GSM8546900,GBM057,MCG4,MCG2,129,0.786221197272319
GSM8546900,GBM057,MCG4,MCG3,129,0.8071883006099994
GSM8546900,GBM057,MCG4,MCG4,129,1.3653025658869467
GSM8546900,GBM057,MCG4,MCG5,129,0.7396776717613233
GSM8546900,GBM057,MCG4,MAC1,129,0.7013443268120253
GSM8546900,GBM057,MCG4,MAC2,129,0.9049637395566463
GSM8546900,GBM057,MCG4,E-MDSC,129,0.4080248596132264
GSM8546900,GBM057,MCG4,M-MDSC,129,0.19250071142070976
GSM8546900,GBM057,MAC1,MCG1,51,0.5849779985643346
GSM8546900,GBM057,MAC1,MCG2,51,0.835418817524297
GSM8546900,GBM057,MAC1,MCG3,51,0.7471716079688168
GSM8546900,GBM057,MAC1,MCG4,51,1.1995388548498185
GSM8546900,GBM057,MAC1,MCG5,51,0.9427351700222576
GSM8546900,GBM057,MAC1,MAC1,51,1.8063038848284323
GSM8546900,GBM057,MAC1,MAC2,51,1.0691717616033771
GSM8546900,GBM057,MAC1,E-MDSC,51,0.5976998705535795
GSM8546900,GBM057,MAC1,M-MDSC,51,0.3492037031229805
GSM8546900,GBM057,MAC2,MCG1,176,1.561374392550745
GSM8546900,GBM057,MAC2,MCG2,176,1.5434620516870161
GSM8546900,GBM057,MAC2,MCG3,176,0.34276243136902734
GSM8546900,GBM057,MAC2,MCG4,176,1.21386076646297
GSM8546900,GBM057,MAC2,MCG5,176,0.974459445636412
GSM8546900,GBM057,MAC2,MAC1,176,0.7821728165958312
GSM8546900,GBM057,MAC2,MAC2,176,2.0234797267021833
GSM8546900,GBM057,MAC2,E-MDSC,176,0.8463491094064586
GSM8546900,GBM057,MAC2,M-MDSC,176,0.8623722206462514
GSM8546900,GBM057,E-MDSC,MCG1,52,1.156530710017725
GSM8546900,GBM057,E-MDSC,MCG2,52,1.2422103406357292
GSM8546900,GBM057,E-MDSC,MCG3,52,-0.04796602059342196
GSM8546900,GBM057,E-MDSC,MCG4,52,0.6629639341658999
GSM8546900,GBM057,E-MDSC,MCG5,52,1.0629136450099919
GSM8546900,GBM057,E-MDSC,MAC1,52,0.3440007161811964
GSM8546900,GBM057,E-MDSC,MAC2,52,1.0518544355793114
GSM8546900,GBM057,E-MDSC,E-MDSC,52,1.899415919971322
GSM8546900,GBM057,E-MDSC,M-MDSC,52,0.9046814271119925
GSM8546904,GBM065,MCG1,MCG1,203,1.8266759546023779
GSM8546904,GBM065,MCG1,MCG2,203,1.6358760474611644
GSM8546904,GBM065,MCG1,MCG3,203,0.8014454990485097
GSM8546904,GBM065,MCG1,MCG4,203,0.8229206252723467
GSM8546904,GBM065,MCG1,MCG5,203,0.7748788135664604
GSM8546904,GBM065,MCG1,MAC1,203,0.5894030118154843
GSM8546904,GBM065,MCG1,MAC2,203,1.503091092474511
GSM8546904,GBM065,MCG1,E-MDSC,203,0.642432983200581
GSM8546904,GBM065,MCG1,M-MDSC,203,0.5411656132074754
GSM8546904,GBM065,MCG2,MCG1,1083,1.2821535040758691
GSM8546904,GBM065,MCG2,MCG2,1083,1.8291221577199588
GSM8546904,GBM065,MCG2,MCG3,1083,0.8892194381190213
